,Region/Country/Area,"Population, density and surface area",Year,Series,Value,Footnotes,Source
3267,292,Gibraltar,2022,Population mid-year estimates (millions),0.04,"For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3268,292,Gibraltar,2022,Population mid-year estimates for males (millions),0.02,"For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3269,292,Gibraltar,2022,Population mid-year estimates for females (millions),0.02,"For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3270,292,Gibraltar,2022,Sex ratio (males per 100 females),99.0,"For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3271,292,Gibraltar,2022,Population aged 0 to 14 years old (percentage),18.0,"Calculated by the UN Statistics Division.;For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3272,292,Gibraltar,2022,Population aged 60+ years old (percentage),23.1,"Calculated by the UN Statistics Division.;For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3273,292,Gibraltar,2022,Population density,"3,761.0","For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3274,292,Gibraltar,2022,Surface area (thousand km2),0,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
3275,292,Gibraltar,2024,Population mid-year estimates (millions),0.04,"Projected estimate (medium fertility variant).;For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3276,292,Gibraltar,2024,Population mid-year estimates for males (millions),0.02,"Projected estimate (medium fertility variant).;For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3277,292,Gibraltar,2024,Population mid-year estimates for females (millions),0.02,"Projected estimate (medium fertility variant).;For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3278,292,Gibraltar,2024,Sex ratio (males per 100 females),99.1,"Projected estimate (medium fertility variant).;For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3279,292,Gibraltar,2024,Population aged 0 to 14 years old (percentage),17.6,"Projected estimate (medium fertility variant).;For statistical purposes, the data for United Kingdom do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3280,292,Gibraltar,2024,Population aged 60+ years old (percentage),23.4,"Projected estimate (medium fertility variant).;For statistical purposes, the data for United Kingdom do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3281,292,Gibraltar,2024,Population density,"3,932.9","Projected estimate (medium fertility variant).;For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3282,300,Greece,2010,Population mid-year estimates (millions),11.12,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3283,300,Greece,2010,Population mid-year estimates for males (millions),5.45,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3284,300,Greece,2010,Population mid-year estimates for females (millions),5.68,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3285,300,Greece,2010,Sex ratio (males per 100 females),95.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3286,300,Greece,2010,Population aged 0 to 14 years old (percentage),14.6,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3287,300,Greece,2010,Population aged 60+ years old (percentage),24.9,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3288,300,Greece,2010,Population density,85.0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3289,300,Greece,2015,Population mid-year estimates (millions),10.82,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3290,300,Greece,2015,Population mid-year estimates for males (millions),5.23,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3291,300,Greece,2015,Population mid-year estimates for females (millions),5.59,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3292,300,Greece,2015,Sex ratio (males per 100 females),93.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3293,300,Greece,2015,Population aged 0 to 14 years old (percentage),14.5,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3294,300,Greece,2015,Population aged 60+ years old (percentage),27.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3295,300,Greece,2015,Population density,82.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3296,300,Greece,2022,Population mid-year estimates (millions),10.41,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3297,300,Greece,2022,Population mid-year estimates for males (millions),5.04,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3298,300,Greece,2022,Population mid-year estimates for females (millions),5.37,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3299,300,Greece,2022,Sex ratio (males per 100 females),93.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3300,300,Greece,2022,Population aged 0 to 14 years old (percentage),13.8,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3301,300,Greece,2022,Population aged 60+ years old (percentage),29.8,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3302,300,Greece,2022,Population density,79.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3303,300,Greece,2022,Surface area (thousand km2),132,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
3304,300,Greece,2024,Population mid-year estimates (millions),10.05,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3305,300,Greece,2024,Population mid-year estimates for males (millions),4.87,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3306,300,Greece,2024,Population mid-year estimates for females (millions),5.18,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3307,300,Greece,2024,Sex ratio (males per 100 females),93.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3308,300,Greece,2024,Population aged 0 to 14 years old (percentage),13.2,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3309,300,Greece,2024,Population aged 60+ years old (percentage),30.7,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3310,300,Greece,2024,Population density,76.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3311,304,Greenland,2010,Population mid-year estimates (millions),0.06,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3312,304,Greenland,2010,Population mid-year estimates for males (millions),0.03,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3313,304,Greenland,2010,Population mid-year estimates for females (millions),0.03,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3314,304,Greenland,2010,Sex ratio (males per 100 females),113.0,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3315,304,Greenland,2010,Population aged 0 to 14 years old (percentage),22.5,"For statistical purposes, the data for Denmark do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3316,304,Greenland,2010,Population aged 60+ years old (percentage),10.8,"For statistical purposes, the data for Denmark do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3317,304,Greenland,2010,Population density,0.1,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3318,304,Greenland,2015,Population mid-year estimates (millions),0.06,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3319,304,Greenland,2015,Population mid-year estimates for males (millions),0.03,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3320,304,Greenland,2015,Population mid-year estimates for females (millions),0.03,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3321,304,Greenland,2015,Sex ratio (males per 100 females),112.0,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3322,304,Greenland,2015,Population aged 0 to 14 years old (percentage),21.1,"For statistical purposes, the data for Denmark do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3323,304,Greenland,2015,Population aged 60+ years old (percentage),12.7,"For statistical purposes, the data for Denmark do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3324,304,Greenland,2015,Population density,0.1,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3325,304,Greenland,2022,Population mid-year estimates (millions),0.06,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3326,304,Greenland,2022,Population mid-year estimates for males (millions),0.03,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3327,304,Greenland,2022,Population mid-year estimates for females (millions),0.03,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3328,304,Greenland,2022,Sex ratio (males per 100 females),111.4,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3329,304,Greenland,2022,Population aged 0 to 14 years old (percentage),20.8,"Calculated by the UN Statistics Division.;For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3330,304,Greenland,2022,Population aged 60+ years old (percentage),16.4,"Calculated by the UN Statistics Division.;For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3331,304,Greenland,2022,Population density,0.1,"For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3332,304,Greenland,2022,Surface area (thousand km2),"2,166",,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
3333,304,Greenland,2024,Population mid-year estimates (millions),0.06,"Projected estimate (medium fertility variant).;For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3334,304,Greenland,2024,Population mid-year estimates for males (millions),0.03,"Projected estimate (medium fertility variant).;For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3335,304,Greenland,2024,Population mid-year estimates for females (millions),0.03,"Projected estimate (medium fertility variant).;For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3336,304,Greenland,2024,Sex ratio (males per 100 females),110.9,"Projected estimate (medium fertility variant).;For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3337,304,Greenland,2024,Population aged 0 to 14 years old (percentage),20.8,"Projected estimate (medium fertility variant).;For statistical purposes, the data for Denmark do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3338,304,Greenland,2024,Population aged 60+ years old (percentage),18.2,"Projected estimate (medium fertility variant).;For statistical purposes, the data for Denmark do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3339,304,Greenland,2024,Population density,0.1,"Projected estimate (medium fertility variant).;For statistical purposes, the data for Denmark do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3340,308,Grenada,2010,Population mid-year estimates (millions),0.11,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3341,308,Grenada,2010,Population mid-year estimates for males (millions),0.06,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3342,308,Grenada,2010,Population mid-year estimates for females (millions),0.05,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3343,308,Grenada,2010,Sex ratio (males per 100 females),103.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3344,308,Grenada,2010,Population aged 0 to 14 years old (percentage),24.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3345,308,Grenada,2010,Population aged 60+ years old (percentage),12.9,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3346,308,Grenada,2010,Population density,328.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3347,308,Grenada,2015,Population mid-year estimates (millions),0.11,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3348,308,Grenada,2015,Population mid-year estimates for males (millions),0.06,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3349,308,Grenada,2015,Population mid-year estimates for females (millions),0.06,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3350,308,Grenada,2015,Sex ratio (males per 100 females),102.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3351,308,Grenada,2015,Population aged 0 to 14 years old (percentage),22.4,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3352,308,Grenada,2015,Population aged 60+ years old (percentage),14.1,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3353,308,Grenada,2015,Population density,337.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3354,308,Grenada,2022,Population mid-year estimates (millions),0.12,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3355,308,Grenada,2022,Population mid-year estimates for males (millions),0.06,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3356,308,Grenada,2022,Population mid-year estimates for females (millions),0.06,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3357,308,Grenada,2022,Sex ratio (males per 100 females),101.0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3358,308,Grenada,2022,Population aged 0 to 14 years old (percentage),20.2,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3359,308,Grenada,2022,Population aged 60+ years old (percentage),16.8,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3360,308,Grenada,2022,Population density,343.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3361,308,Grenada,2022,Surface area (thousand km2),0,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
3362,308,Grenada,2024,Population mid-year estimates (millions),0.12,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3363,308,Grenada,2024,Population mid-year estimates for males (millions),0.06,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3364,308,Grenada,2024,Population mid-year estimates for females (millions),0.06,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3365,308,Grenada,2024,Sex ratio (males per 100 females),100.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3366,308,Grenada,2024,Population aged 0 to 14 years old (percentage),19.4,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3367,308,Grenada,2024,Population aged 60+ years old (percentage),17.6,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3368,308,Grenada,2024,Population density,344.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3369,312,Guadeloupe,2010,Population mid-year estimates (millions),0.41,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3370,312,Guadeloupe,2010,Population mid-year estimates for males (millions),0.19,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3371,312,Guadeloupe,2010,Population mid-year estimates for females (millions),0.22,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3372,312,Guadeloupe,2010,Sex ratio (males per 100 females),87.0,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3373,312,Guadeloupe,2010,Population aged 0 to 14 years old (percentage),23.1,"For statistical purposes, the data for France do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3374,312,Guadeloupe,2010,Population aged 60+ years old (percentage),18.5,"For statistical purposes, the data for France do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3375,312,Guadeloupe,2010,Population density,251.1,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3376,312,Guadeloupe,2015,Population mid-year estimates (millions),0.40,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3377,312,Guadeloupe,2015,Population mid-year estimates for males (millions),0.19,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3378,312,Guadeloupe,2015,Population mid-year estimates for females (millions),0.22,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3379,312,Guadeloupe,2015,Sex ratio (males per 100 females),85.5,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3380,312,Guadeloupe,2015,Population aged 0 to 14 years old (percentage),21.2,"For statistical purposes, the data for France do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3381,312,Guadeloupe,2015,Population aged 60+ years old (percentage),22.2,"For statistical purposes, the data for France do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3382,312,Guadeloupe,2015,Population density,248.1,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3383,312,Guadeloupe,2022,Population mid-year estimates (millions),0.38,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3384,312,Guadeloupe,2022,Population mid-year estimates for males (millions),0.17,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3385,312,Guadeloupe,2022,Population mid-year estimates for females (millions),0.21,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3386,312,Guadeloupe,2022,Sex ratio (males per 100 females),83.1,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
